segment_type,segment_value,n,fold_count,baseline_mape,current_best_mape,rolling_mean_2_mape,rolling_mean_3_mape,rolling_median_3_mape,damped_add_mape,damped_ratio_mape,outlier_smoothing_mape,segment_region_mape,segment_area_mape,ml_ratio_mape,analog_knn_mape,best_model_in_segment,best_model_mape,improvement_best_vs_current,signed_bias_current_best,median_pred_div_true,same_bias_sign_folds,stability_score
volatility_bucket,4,12369,3,11.444272932708845,11.423624443425316,15.933500855300059,17.594664258126187,18.839689251374494,10.99571171470553,11.15544553133764,11.616902916241756,11.467844063042095,11.448523931923866,11.45314153222536,11.516997104176795,damped_add,10.99571171470553,0.4279127287197859,0.0752518559790299,1.0595485185761089,3,0.4279127287197859
Регион,Ленинградская обл,1284,3,9.79411796482895,9.779340830637077,12.522396900849724,13.881025680827562,14.575646184222384,9.353156986169676,9.505688437588454,9.951494489095506,9.833015911303008,9.790440023432806,9.797585644895266,9.894628076864276,damped_add,9.353156986169676,0.4261838444674009,0.06992490463749901,1.0496097281991283,3,0.4261838444674009
area_x_volatility,Средний__4,7651,3,11.667554127413164,11.650091872449705,16.237896574936805,17.869667807221443,19.225037406303745,11.25726868372266,11.408812073449752,11.81619024683286,11.691308582671814,11.680866975372359,11.6806021300099,11.74017591022759,damped_add,11.25726868372266,0.3928231887270446,0.07758128947250481,1.0599915932747588,3,0.3928231887270446
region_x_rto_decile,Московская обл__7,907,3,7.441535968323157,7.427127656592076,9.771883487241947,10.793439610660712,11.472610221044055,7.041527377971144,7.173780999277032,7.6071571521823165,7.468928698905618,7.446369780958704,7.442678449578823,7.492247442062128,damped_add,7.041527377971144,0.3856002786209327,0.04092962941882944,1.0245640111629288,3,0.3856002786209327
trend_bucket,0,16913,3,9.219493540872248,9.19845428712482,13.116915459199035,15.208347626446688,16.250467167602846,8.840855367401094,8.949297142202344,9.516416988693493,9.231597571633062,9.221427207287693,9.220422482456351,9.241980042214735,damped_add,8.840855367401094,0.3575989197237259,0.04399700216723353,1.0282097786401196,3,0.3575989197237259
ratio_10_9_bucket,0,16913,3,9.219493540872248,9.19845428712482,13.116915459199035,15.208347626446688,16.250467167602846,8.840855367401094,8.949297142202344,9.516416988693493,9.231597571633062,9.221427207287693,9.220422482456351,9.241980042214735,damped_add,8.840855367401094,0.3575989197237259,0.04399700216723353,1.0282097786401196,3,0.3575989197237259
region_x_rto_decile,Московская обл__6,610,3,7.273681107786123,7.257363147609584,9.675678648995042,10.87762980642067,11.624250061970418,6.903345092366292,7.013108976220145,7.5280951750456895,7.3012261731285895,7.277767938521291,7.275682448809352,7.312211361294771,damped_add,6.903345092366292,0.35401805524329166,0.040189271886692725,1.02098571825738,3,0.35401805524329166
Регион,Хакасия Респ,168,3,6.727164226624312,6.7463503941987035,6.216735473156443,6.534391379967896,6.412664383071003,7.022369118784184,6.966487675472514,6.548679180169565,6.728751785033334,6.730053489942011,6.723859891969498,6.790424768010435,rolling_mean_2,6.216735473156443,0.5296149210422607,0.013275011865851529,1.0087169556844737,2,0.3530766140281738
region_x_rto_decile,Московская обл__8,1128,3,8.320216454200125,8.307514699162024,10.457172550754517,11.27575704444554,11.993980954711388,7.956112496022475,8.082581945452587,8.432284855770472,8.35067598978149,8.320600197570714,8.317156996366643,8.365123546307208,damped_add,7.956112496022475,0.35140220313954895,0.05027245359681601,1.0276848916769852,3,0.35140220313954895
region_x_trend,Московская обл__3,936,3,5.552096995364455,5.5582214848085805,5.502018949456345,5.0436299184083655,5.348808488203939,5.599881514178532,5.592880042410031,5.352953241878025,5.5664273519317415,5.552129728428992,5.548997458590423,5.653337050369127,rolling_mean_3,5.0436299184083655,0.514591566400215,0.006247441136104348,0.9988734520067128,2,0.34306104426680994
Населенный пункт,Раменское г,183,3,6.714005163214623,6.69900099832533,8.61871820686717,9.467649419199576,10.246610098066538,6.363120866618203,6.467658189620913,6.86115153439456,6.748711289794852,6.7113276010578815,6.707792157219252,6.781504945882688,damped_add,6.363120866618203,0.3358801317071265,0.04028308155175234,1.02606611712684,3,0.3358801317071265
region_x_trend,Татарстан Респ__3,443,2,4.9298326600088185,4.940824509801576,4.511413995667185,4.271184421429237,4.511562046498727,5.075366394448814,5.054755592399146,4.811093104035656,4.928395070040393,4.928973861628582,4.923181537989048,5.095874282780925,rolling_mean_3,4.271184421429237,0.669640088372339,0.017968419020989612,1.0111997623076592,1,0.3348200441861695
region_x_trend,Татарстан Респ__1,467,2,5.096154316885584,5.1004536222471035,4.9985471285780045,4.4437908056883595,4.43448498462081,5.161038849371629,5.147033824854291,5.086526847428567,5.0966970570935315,5.093533438027413,5.090228538929748,5.104799341099679,rolling_median_3,4.43448498462081,0.6659686376262934,-0.011540069137677904,0.9861752306162319,1,0.3329843188131467
Регион,Краснодарский край,3117,3,10.80709799640395,10.805524789671699,14.407643266565561,15.256376586407557,18.03157932711179,10.477181490015736,10.72694406439658,10.993047608284465,10.83839747194226,10.810054096766962,10.813557659157555,10.834134426132366,damped_add,10.477181490015736,0.32834329965596254,0.07152853509398426,1.0234069139700448,3,0.32834329965596254
Населенный пункт,Кемерово г,156,3,8.110007146174395,8.121348193671878,8.031853477798503,7.775243519590413,7.648076525909898,8.341541331889127,8.230596973676121,7.918876637671057,8.121353039053197,8.106581155966403,8.107918062720668,8.176096580750869,rolling_median_3,7.648076525909898,0.4732716677619795,-0.004369704835151616,0.9963208076752116,2,0.315514445174653
